70	164	320	497	719	1021	1374	1728	2215	2639	3145	3704	4231	4849	5423	6001	6630	7207	7814	8431	9074	9702	10205	10805	11393	11959	12484	12946	13425	13853	14254	14629	14912	15308	15571	15817	15997	16172	16198	16227	16207	16344	16315	16289	16180	16085	16005	15776	15553	15274	14999	14686	14365	14045	13776	13418	13086	12793	12475	12123	11791	11351	11070	10757	10459	10174	9861	9452	9085	8722	8410	8079	7760	7444	7090	6835	6622	6376	6161	5950	5697	5438	5213	4961	4722	4450	4212	4022	3804	3556	3331	3128	2902	2710	2524	2348	2181	2055	1892	1776	1639	1527	1440	1331	1239	1154	1045	959	866	799	728	669	613	549	503	464	421	388	353	315	
70	163	284	478	726	1033	1381	1797	2293	2785	3328	3882	4500	5103	5692	6305	6949	7629	8234	8846	9528	10230	10863	11414	11977	12583	13072	13636	14104	14646	14994	15330	15677	16004	16178	16400	16449	16541	16652	16718	16811	16875	16892	16888	16750	16556	16355	16094	15841	15536	15303	14947	14556	14191	13728	13302	12870	12431	12077	11696	11310	10928	10545	10238	9834	9581	9284	8946	8614	8310	7944	7620	7280	6934	6667	6351	6090	5796	5508	5214	4946	4718	4514	4290	4088	3887	3686	3504	3279	3121	2936	2784	2673	2564	2423	2272	2154	2033	1934	1814	1719	1639	1547	1459	1367	1270	1182	1120	1048	974	903	849	787	713	651	588	531	472	442	403	
70	160	289	482	739	1069	1418	1819	2262	2744	3254	3753	4347	4983	5568	6205	6794	7465	8059	8752	9389	10050	10636	11189	11715	12177	12684	13087	13465	13904	14251	14484	14784	15071	15096	15281	15350	15422	15425	15321	15292	15280	15165	15053	14920	14857	14658	14583	14349	14087	13890	13708	13447	13226	12955	12779	12593	12378	12141	11918	11568	11298	10971	10699	10397	10111	9814	9552	9313	9078	8799	8511	8258	7932	7643	7353	7071	6831	6560	6289	6018	5713	5469	5237	5023	4827	4668	4480	4277	4100	3909	3731	3562	3378	3194	3043	2897	2753	2630	2472	2348	2227	2079	1924	1826	1713	1588	1481	1388	1299	1223	1132	1044	965	865	782	720	651	587	540	
70	156	291	462	691	990	1330	1736	2139	2568	3069	3571	4149	4742	5337	5978	6639	7282	7887	8513	9177	9831	10561	11217	11895	12495	13140	13801	14282	14846	15296	15714	16083	16384	16634	16843	16973	17031	17140	17361	17404	17427	17416	17266	17116	17080	16973	16769	16594	16293	15940	15629	15228	14845	14471	14177	13816	13467	13000	12589	12152	11705	11282	10877	10344	9981	9572	9201	8767	8362	7978	7567	7192	6803	6461	6083	5766	5433	5128	4825	4563	4303	4028	3806	3590	3369	3152	2972	2799	2632	2453	2278	2132	2002	1845	1706	1560	1424	1332	1212	1117	1016	917	829	746	674	623	564	505	459	417	374	334	294	271	243	219	193	179	157	
70	157	312	502	766	1081	1400	1809	2304	2790	3277	3811	4424	5036	5662	6327	6959	7577	8226	8907	9588	10253	10899	11535	12188	12765	13290	13810	14260	14650	15005	15396	15673	15974	16170	16270	16436	16488	16553	16543	16594	16592	16546	16537	16417	16383	16310	16102	15836	15560	15313	14997	14622	14261	13882	13424	13028	12597	12146	11721	11263	10890	10440	10050	9672	9326	8932	8576	8181	7780	7331	6959	6561	6169	5853	5514	5194	4866	4577	4373	4103	3866	3644	3468	3312	3130	2963	2797	2663	2536	2396	2254	2141	2056	1948	1837	1767	1715	1640	1566	1480	1440	1401	1338	1258	1193	1161	1113	1070	1044	1030	992	953	932	903	883	847	840	797	772	
70	163	293	465	699	1003	1366	1782	2236	2690	3191	3739	4277	4902	5542	6135	6828	7500	8206	8845	9524	10120	10780	11483	12075	12697	13287	13826	14280	14840	15337	15690	16083	16397	16673	16793	16941	17045	17160	17098	17130	16985	16956	16764	16662	16468	16305	15995	15687	15395	15053	14724	14436	14091	13705	13401	13046	12737	12399	12002	11610	11214	10842	10460	10113	9761	9412	9022	8641	8345	8010	7717	7403	7118	6834	6525	6194	5956	5671	5377	5087	4850	4593	4318	4043	3808	3556	3310	3073	2819	2589	2384	2199	2023	1868	1699	1556	1437	1310	1196	1105	1009	941	863	785	723	669	627	582	537	488	461	406	380	348	320	295	266	241	218	
70	151	275	455	674	981	1325	1760	2184	2655	3185	3732	4343	4888	5502	6161	6816	7473	8109	8669	9306	9948	10471	10967	11578	12141	12643	13118	13548	14001	14456	14854	15203	15484	15690	15904	16085	16105	16119	16075	16052	16034	15892	15715	15615	15495	15248	15048	14877	14615	14325	13962	13648	13343	12977	12614	12314	11989	11728	11481	11215	10938	10646	10338	10079	9821	9493	9212	8885	8571	8290	8067	7794	7481	7239	6927	6618	6349	6069	5738	5416	5119	4858	4613	4367	4095	3829	3633	3424	3192	2974	2792	2602	2438	2246	2089	1962	1835	1726	1611	1496	1393	1310	1259	1173	1094	1024	969	912	882	847	802	789	764	733	704	693	658	627	626	
70	165	314	502	749	1041	1404	1798	2250	2726	3258	3812	4361	5014	5680	6362	7037	7723	8376	9035	9616	10158	10782	11399	12077	12604	13162	13807	14298	14875	15366	15844	16265	16532	16887	17068	17240	17310	17330	17294	17332	17439	17444	17377	17127	16858	16584	16339	16052	15714	15368	15028	14603	14187	13708	13234	12833	12393	11956	11485	11003	10657	10279	9837	9477	9054	8618	8204	7798	7462	7144	6865	6487	6199	5861	5547	5286	4992	4733	4476	4232	4016	3792	3617	3453	3294	3127	2942	2765	2598	2472	2317	2185	2079	1963	1848	1749	1651	1514	1421	1352	1269	1184	1118	1053	1000	939	872	825	786	751	715	689	671	637	609	602	570	547	537	
70	176	326	528	789	1075	1402	1809	2240	2689	3190	3753	4323	4913	5517	6126	6784	7448	8155	8802	9421	10155	10822	11477	12150	12833	13402	14042	14613	15135	15591	16033	16344	16749	17201	17480	17691	17828	18068	18083	18153	18172	18186	18086	17880	17642	17451	17277	17044	16738	16409	16104	15676	15204	14762	14202	13673	13219	12686	12115	11672	11130	10617	10072	9609	9114	8649	8175	7717	7263	6930	6629	6283	5926	5577	5255	4937	4638	4401	4162	3940	3686	3498	3325	3112	2935	2785	2596	2415	2284	2160	2040	1930	1838	1727	1636	1545	1451	1358	1278	1177	1077	999	932	853	791	717	652	586	552	505	456	416	373	335	303	274	239	216	198	
70	159	280	416	629	889	1192	1545	1961	2443	2992	3556	4143	4726	5346	6011	6646	7273	7922	8526	9122	9726	10460	11124	11682	12259	12797	13385	13956	14450	14979	15362	15775	16124	16398	16746	16972	17075	17250	17456	17545	17518	17429	17217	17083	16874	16658	16456	16173	15868	15566	15358	15158	14740	14346	13897	13467	13114	12741	12372	11964	11534	11111	10667	10267	9872	9479	8994	8524	8195	7824	7443	7041	6696	6377	6032	5706	5409	5128	4806	4577	4309	4091	3878	3650	3454	3252	3050	2890	2690	2515	2333	2172	2018	1889	1744	1626	1516	1413	1306	1222	1146	1069	1000	929	863	799	734	685	627	583	537	503	468	437	411	374	356	326	308	
70	153	281	471	673	930	1228	1568	1958	2381	2857	3388	4015	4556	5153	5793	6394	7059	7730	8410	9158	9819	10542	11244	11826	12448	13031	13572	14058	14395	14821	15242	15495	15790	16043	16213	16364	16586	16774	16885	16964	16967	16939	16853	16734	16538	16297	16106	15820	15547	15263	14795	14429	14105	13760	13302	12882	12479	12103	11772	11449	11023	10661	10322	9941	9536	9124	8763	8357	8020	7644	7262	6960	6674	6366	6054	5862	5592	5334	5107	4921	4707	4540	4296	4088	3906	3690	3510	3318	3156	3031	2881	2734	2623	2522	2428	2337	2232	2122	2020	1938	1849	1760	1645	1547	1428	1325	1213	1109	1019	934	851	802	730	658	604	540	478	435	385	
70	151	276	448	683	993	1339	1715	2135	2621	3109	3661	4198	4814	5420	6013	6599	7278	7859	8429	9039	9575	10140	10701	11124	11569	12019	12383	12690	13081	13360	13659	13899	14093	14353	14582	14800	14930	15128	15133	15239	15213	15154	15061	15060	15051	14964	14827	14744	14572	14376	14127	13941	13657	13500	13280	13014	12732	12342	12015	11664	11289	10791	10480	10127	9787	9456	9060	8708	8371	8114	7881	7571	7354	7077	6775	6485	6185	5911	5603	5343	5048	4798	4564	4377	4156	3960	3781	3611	3496	3333	3223	3051	2929	2798	2669	2555	2427	2316	2199	2132	2055	1953	1869	1795	1736	1680	1617	1560	1509	1452	1400	1352	1297	1251	1216	1176	1139	1097	1052	
70	143	278	464	721	1002	1327	1753	2195	2706	3259	3811	4394	5052	5685	6289	6922	7549	8273	8943	9590	10213	10830	11508	12073	12631	13177	13648	14137	14683	15121	15475	15813	16135	16253	16314	16518	16513	16494	16467	16377	16293	16121	15956	15667	15421	15091	14943	14646	14261	13891	13593	13278	12995	12617	12190	11824	11440	11107	10734	10448	10141	9845	9521	9280	9023	8729	8420	8138	7980	7699	7438	7221	6913	6633	6413	6169	5926	5664	5419	5140	4867	4655	4454	4279	4077	3860	3689	3474	3311	3130	3036	2872	2715	2603	2502	2405	2286	2169	2069	2016	1936	1880	1816	1735	1642	1591	1550	1488	1448	1396	1318	1269	1195	1129	1086	1048	1000	975	939	
70	164	291	471	728	1052	1422	1845	2270	2788	3334	3905	4502	5158	5807	6490	7229	7967	8786	9564	10251	10901	11515	12174	12736	13259	13779	14261	14755	15143	15543	15880	16135	16358	16546	16683	16818	16918	16909	16865	16806	16628	16443	16240	15937	15700	15417	15114	14859	14602	14299	13944	13645	13410	13031	12701	12379	12004	11596	11236	10971	10611	10366	10011	9664	9374	9075	8779	8433	8157	7892	7550	7289	6939	6563	6297	6094	5747	5461	5240	4992	4735	4487	4248	4074	3837	3652	3442	3257	3039	2848	2679	2515	2378	2238	2125	1981	1861	1753	1673	1557	1447	1361	1291	1221	1149	1086	1006	927	865	802	728	671	600	548	500	450	398	352	305	
70	161	291	493	707	960	1327	1713	2172	2607	3113	3710	4327	4979	5656	6345	6975	7660	8291	8930	9670	10286	10903	11530	12066	12661	13232	13759	14189	14700	14971	15296	15543	15727	15872	15974	16085	16158	16111	16045	15924	15877	15770	15633	15551	15398	15277	15125	15027	14819	14591	14352	14150	13905	13616	13270	12954	12630	12376	12001	11657	11335	11018	10690	10330	9939	9614	9209	8924	8661	8347	8001	7672	7326	6986	6701	6421	6118	5881	5576	5340	5087	4831	4593	4358	4137	3897	3702	3492	3283	3040	2850	2675	2496	2352	2214	2090	1937	1838	1722	1612	1492	1426	1351	1286	1203	1122	1067	1001	938	890	850	792	746	697	653	602	557	506	469	
70	167	313	517	743	1061	1418	1824	2249	2685	3228	3746	4311	4939	5553	6198	6856	7487	8068	8678	9249	9888	10392	10998	11557	12088	12530	12999	13388	13823	14186	14530	14833	15071	15321	15449	15593	15773	15829	15928	16064	16141	16048	16081	16094	16044	16015	15877	15676	15419	15130	14767	14467	14109	13879	13518	13156	12767	12381	12012	11597	11145	10810	10454	10122	9832	9535	9253	8950	8722	8428	8136	7907	7684	7384	7193	6986	6698	6405	6147	5921	5701	5429	5133	4853	4588	4314	4055	3853	3617	3404	3214	3012	2841	2662	2463	2274	2118	1965	1826	1694	1554	1423	1317	1222	1123	1037	953	874	800	733	671	598	544	480	430	389	345	306	280	
70	139	258	443	687	981	1332	1727	2195	2719	3224	3774	4419	5061	5774	6469	7166	7834	8518	9205	9931	10664	11420	12070	12801	13539	14172	14692	15265	15734	16220	16697	17135	17572	17897	18243	18487	18606	18671	18742	18725	18684	18521	18354	18126	17855	17486	17100	16699	16304	15844	15468	14917	14501	14018	13528	13032	12550	12025	11540	11104	10604	10124	9696	9244	8807	8448	8134	7764	7467	7122	6810	6494	6209	5935	5654	5359	5032	4778	4513	4213	3943	3701	3481	3259	3063	2862	2684	2540	2425	2275	2114	1958	1825	1686	1571	1451	1361	1258	1150	1052	960	885	806	733	669	600	550	493	448	409	368	329	297	266	236	207	187	171	151	
70	156	291	497	724	1006	1344	1748	2157	2602	3090	3624	4189	4794	5364	5973	6566	7213	7828	8518	9238	9897	10625	11389	12104	12797	13474	14120	14648	15149	15606	16090	16387	16588	16831	17072	17247	17467	17616	17787	17815	17892	17851	17789	17706	17655	17528	17309	17045	16643	16294	15839	15428	14898	14325	13874	13331	12867	12442	11954	11505	10981	10472	10027	9546	9063	8689	8361	7975	7605	7227	6831	6520	6181	5902	5630	5365	5160	4941	4710	4482	4305	4138	3936	3736	3538	3355	3144	2956	2780	2602	2448	2301	2174	2016	1890	1754	1650	1541	1419	1300	1183	1084	993	903	824	755	693	630	574	523	469	436	398	356	316	278	254	233	201	
70	165	300	502	757	1057	1422	1813	2275	2801	3282	3817	4438	5057	5695	6371	7043	7692	8344	9056	9719	10487	11109	11798	12423	13058	13689	14188	14697	15186	15672	16047	16378	16612	16904	17110	17193	17197	17226	17155	17132	16989	16900	16624	16404	16143	15833	15603	15425	15091	14778	14508	14243	13909	13665	13377	13021	12653	12283	11831	11464	11039	10625	10253	9850	9503	9150	8807	8467	8059	7632	7237	6866	6533	6196	5841	5504	5172	4907	4632	4387	4128	3867	3675	3482	3279	3106	2935	2776	2668	2531	2412	2305	2150	2069	1988	1883	1790	1705	1612	1547	1489	1438	1350	1293	1198	1106	1041	980	898	819	738	673	603	537	477	427	380	339	312	
70	158	285	463	703	971	1321	1704	2103	2630	3169	3736	4349	4999	5636	6394	7081	7807	8531	9255	9993	10708	11490	12151	12742	13391	14025	14486	14930	15387	15680	16019	16422	16612	16793	16975	17122	17288	17300	17245	17100	17008	16882	16742	16620	16439	16158	15826	15571	15311	15052	14844	14553	14196	13870	13450	13142	12761	12438	12079	11670	11318	10902	10559	10207	9775	9371	9008	8677	8216	7836	7444	6948	6580	6193	5790	5337	4923	4591	4291	4001	3761	3463	3248	3087	2903	2739	2573	2436	2319	2159	2034	1930	1817	1671	1577	1473	1429	1348	1291	1243	1175	1091	1018	964	933	909	888	851	810	776	737	719	698	672	654	622	606	593	565	
